Cache[NODE_1].State,Cache[NODE_1].Data,Cache[NODE_2].State,Cache[NODE_2].Data,Chan1[NODE_1].Cmd,Chan1[NODE_2].Cmd,Chan2[NODE_1].Cmd,Chan2[NODE_1].Data,Chan2[NODE_2].Cmd,Chan2[NODE_2].Data,Chan3[NODE_1].Cmd,Chan3[NODE_1].Data,Chan3[NODE_2].Cmd,Chan3[NODE_2].Data,InvSet[NODE_1],InvSet[NODE_2],ShrSet[NODE_1],ShrSet[NODE_2],ExGntd,CurCmd,CurPtr,MemData,AuxData,isgood
S,DATA_1,I,Undefined,ReqE,ReqE,GntS,DATA_1,Empty,Undefined,Empty,Undefined,InvAck,Undefined,TRUE,FALSE,TRUE,TRUE,FALSE,ReqE,NODE_1,DATA_1,DATA_1,TRUE
S,DATA_1,S,DATA_1,ReqE,ReqS,GntS,DATA_1,GntS,DATA_1,Empty,Undefined,Empty,Undefined,TRUE,TRUE,TRUE,TRUE,FALSE,ReqS,NODE_1,DATA_1,DATA_1,TRUE
S,DATA_1,S,DATA_1,ReqE,ReqE,GntS,DATA_1,GntS,DATA_1,Empty,Undefined,Empty,Undefined,TRUE,TRUE,TRUE,TRUE,FALSE,ReqS,NODE_1,DATA_1,DATA_1,TRUE
S,DATA_1,S,DATA_1,ReqE,ReqS,GntS,DATA_1,GntS,DATA_1,Empty,Undefined,Empty,Undefined,TRUE,TRUE,TRUE,TRUE,FALSE,ReqE,NODE_1,DATA_1,DATA_1,TRUE
S,DATA_1,S,DATA_1,ReqE,ReqE,GntS,DATA_1,GntS,DATA_1,Empty,Undefined,Empty,Undefined,TRUE,TRUE,TRUE,TRUE,FALSE,ReqE,NODE_1,DATA_1,DATA_1,TRUE
S,Undefined,S,Undefined,Empty,Empty,Empty,Undefined,Empty,Undefined,Empty,Undefined,Empty,Undefined,FALSE,FALSE,FALSE,FALSE,FALSE,Empty,Undefined,DATA_1,DATA_1,FALSE
S,Undefined,S,Undefined,ReqS,Inv,Empty,Undefined,Empty,Undefined,Empty,Undefined,Empty,Undefined,FALSE,FALSE,FALSE,FALSE,FALSE,Empty,Undefined,DATA_1,DATA_1,FALSE
S,Undefined,S,Undefined,ReqS,Inv,Inv,Undefined,GntS,Undefined,Empty,Undefined,Empty,Undefined,FALSE,FALSE,FALSE,FALSE,FALSE,Empty,Undefined,DATA_1,DATA_1,FALSE
S,Undefined,S,Undefined,ReqS,Inv,Inv,Undefined,GntS,Undefined,Inv,Undefined,InvAck,Undefined,FALSE,FALSE,FALSE,FALSE,FALSE,Empty,Undefined,DATA_1,DATA_1,FALSE
S,Undefined,S,Undefined,ReqS,Inv,Inv,Undefined,GntS,Undefined,Inv,Undefined,InvAck,Undefined,TRUE,TRUE,FALSE,FALSE,FALSE,Empty,Undefined,DATA_1,DATA_1,FALSE
S,Undefined,S,Undefined,ReqS,Inv,Inv,Undefined,GntS,Undefined,Inv,Undefined,InvAck,Undefined,TRUE,TRUE,FALSE,FALSE,TRUE,Empty,Undefined,DATA_1,DATA_1,FALSE
S,Undefined,S,Undefined,ReqS,Inv,Inv,Undefined,GntS,Undefined,Inv,Undefined,InvAck,Undefined,TRUE,TRUE,FALSE,FALSE,TRUE,InvAck,Undefined,DATA_1,DATA_1,FALSE
E,Undefined,S,Undefined,Empty,ReqS,Empty,Undefined,Empty,Undefined,Empty,Undefined,Empty,Undefined,FALSE,FALSE,FALSE,FALSE,FALSE,Empty,Undefined,DATA_1,DATA_1,FALSE
S,Undefined,E,Undefined,InvAck,InvAck,Empty,Undefined,Empty,Undefined,Empty,Undefined,Empty,Undefined,FALSE,FALSE,FALSE,FALSE,FALSE,Empty,Undefined,DATA_1,DATA_1,FALSE
S,Undefined,E,Undefined,InvAck,InvAck,ReqS,Undefined,Empty,Undefined,Empty,Undefined,Empty,Undefined,FALSE,FALSE,FALSE,FALSE,FALSE,Empty,Undefined,DATA_1,DATA_1,FALSE
S,Undefined,E,Undefined,InvAck,InvAck,ReqS,Undefined,Empty,Undefined,Empty,Undefined,Inv,Undefined,FALSE,FALSE,FALSE,FALSE,FALSE,Empty,Undefined,DATA_1,DATA_1,FALSE
E,Undefined,S,Undefined,InvAck,InvAck,Empty,Undefined,ReqS,Undefined,Inv,Undefined,Empty,Undefined,FALSE,TRUE,FALSE,FALSE,FALSE,Empty,Undefined,DATA_1,DATA_1,FALSE
S,Undefined,E,Undefined,InvAck,InvAck,ReqS,Undefined,Empty,Undefined,Empty,Undefined,Inv,Undefined,TRUE,FALSE,FALSE,TRUE,FALSE,Empty,Undefined,DATA_1,DATA_1,FALSE
S,Undefined,E,Undefined,InvAck,InvAck,ReqS,Undefined,Empty,Undefined,Empty,Undefined,Inv,Undefined,TRUE,FALSE,FALSE,TRUE,FALSE,GntE,Undefined,DATA_1,DATA_1,FALSE
I,Undefined,I,Undefined,ReqE,GntE,Empty,Undefined,Empty,Undefined,Empty,Undefined,Empty,Undefined,FALSE,FALSE,FALSE,FALSE,FALSE,Empty,Undefined,DATA_1,DATA_1,FALSE
I,Undefined,I,Undefined,ReqE,GntE,GntS,Undefined,GntS,Undefined,Empty,Undefined,Empty,Undefined,FALSE,FALSE,FALSE,FALSE,FALSE,Empty,Undefined,DATA_1,DATA_1,FALSE
I,Undefined,I,Undefined,ReqE,GntE,GntS,Undefined,GntS,Undefined,InvAck,Undefined,InvAck,Undefined,FALSE,FALSE,FALSE,FALSE,FALSE,Empty,Undefined,DATA_1,DATA_1,FALSE
I,Undefined,I,Undefined,ReqE,GntE,GntS,Undefined,GntS,Undefined,InvAck,Undefined,InvAck,Undefined,TRUE,TRUE,FALSE,FALSE,FALSE,Empty,Undefined,DATA_1,DATA_1,FALSE
I,Undefined,I,Undefined,GntE,ReqE,GntS,Undefined,GntS,Undefined,InvAck,Undefined,InvAck,Undefined,TRUE,TRUE,FALSE,TRUE,FALSE,Empty,Undefined,DATA_1,DATA_1,FALSE
I,Undefined,I,Undefined,GntE,ReqE,GntS,Undefined,GntS,Undefined,InvAck,Undefined,InvAck,Undefined,TRUE,TRUE,FALSE,TRUE,TRUE,Empty,Undefined,DATA_1,DATA_1,FALSE
I,Undefined,I,Undefined,GntE,ReqE,GntS,Undefined,GntS,Undefined,InvAck,Undefined,InvAck,Undefined,TRUE,TRUE,FALSE,TRUE,TRUE,GntE,Undefined,DATA_1,DATA_1,FALSE
I,Undefined,I,Undefined,GntE,ReqE,GntS,Undefined,GntS,Undefined,InvAck,Undefined,InvAck,Undefined,TRUE,TRUE,FALSE,TRUE,TRUE,GntE,Undefined,DATA_1,DATA_2,FALSE
S,Undefined,E,Undefined,ReqS,ReqS,Empty,Undefined,Empty,Undefined,Empty,Undefined,Empty,Undefined,FALSE,FALSE,FALSE,FALSE,FALSE,Empty,Undefined,DATA_1,DATA_1,FALSE
S,Undefined,E,Undefined,GntS,GntE,Empty,Undefined,Empty,Undefined,Empty,Undefined,Empty,Undefined,FALSE,FALSE,FALSE,FALSE,FALSE,Empty,Undefined,DATA_1,DATA_1,FALSE
S,Undefined,E,Undefined,GntS,GntE,Inv,Undefined,Inv,Undefined,Empty,Undefined,Empty,Undefined,FALSE,FALSE,FALSE,FALSE,FALSE,Empty,Undefined,DATA_1,DATA_1,FALSE
S,Undefined,E,Undefined,GntS,GntE,Inv,Undefined,Inv,Undefined,ReqS,Undefined,ReqE,Undefined,FALSE,FALSE,FALSE,FALSE,FALSE,Empty,Undefined,DATA_1,DATA_1,FALSE
E,Undefined,S,Undefined,GntE,GntS,Inv,Undefined,Inv,Undefined,ReqE,Undefined,ReqS,Undefined,FALSE,TRUE,FALSE,FALSE,FALSE,Empty,Undefined,DATA_1,DATA_1,FALSE
E,Undefined,S,Undefined,GntE,GntS,Inv,Undefined,Inv,Undefined,ReqE,Undefined,ReqS,Undefined,FALSE,TRUE,TRUE,TRUE,FALSE,Empty,Undefined,DATA_1,DATA_1,FALSE
E,Undefined,E,Undefined,ReqS,ReqE,Empty,Undefined,Empty,Undefined,Empty,Undefined,Empty,Undefined,FALSE,FALSE,FALSE,FALSE,FALSE,Empty,Undefined,DATA_1,DATA_1,FALSE
E,Undefined,E,Undefined,Empty,GntS,Empty,Undefined,Empty,Undefined,Empty,Undefined,Empty,Undefined,FALSE,FALSE,FALSE,FALSE,FALSE,Empty,Undefined,DATA_1,DATA_1,FALSE
E,Undefined,E,Undefined,Empty,GntS,InvAck,Undefined,Empty,Undefined,Empty,Undefined,Empty,Undefined,FALSE,FALSE,FALSE,FALSE,FALSE,Empty,Undefined,DATA_1,DATA_1,FALSE
E,Undefined,E,Undefined,Empty,GntS,InvAck,Undefined,Empty,Undefined,GntS,Undefined,GntE,Undefined,FALSE,FALSE,FALSE,FALSE,FALSE,Empty,Undefined,DATA_1,DATA_1,FALSE
E,Undefined,E,Undefined,Empty,GntS,InvAck,Undefined,Empty,Undefined,GntS,Undefined,GntE,Undefined,FALSE,FALSE,FALSE,TRUE,FALSE,Empty,Undefined,DATA_1,DATA_1,FALSE
E,Undefined,E,Undefined,Empty,GntS,InvAck,Undefined,Empty,Undefined,GntS,Undefined,GntE,Undefined,FALSE,FALSE,FALSE,TRUE,FALSE,ReqE,Undefined,DATA_1,DATA_1,FALSE
E,Undefined,E,Undefined,Empty,GntS,InvAck,Undefined,Empty,Undefined,GntS,Undefined,GntE,Undefined,FALSE,FALSE,FALSE,TRUE,FALSE,ReqE,Undefined,DATA_1,DATA_2,FALSE
E,Undefined,I,Undefined,Empty,Empty,Empty,Undefined,Empty,Undefined,Empty,Undefined,Empty,Undefined,FALSE,FALSE,FALSE,FALSE,FALSE,ReqS,NODE_1,DATA_1,DATA_1,FALSE
E,Undefined,I,Undefined,Empty,GntS,Empty,Undefined,Empty,Undefined,Empty,Undefined,Empty,Undefined,FALSE,FALSE,FALSE,FALSE,FALSE,ReqS,NODE_1,DATA_1,DATA_1,FALSE
E,Undefined,I,Undefined,Empty,GntS,GntS,Undefined,ReqS,Undefined,Empty,Undefined,Empty,Undefined,FALSE,FALSE,FALSE,FALSE,FALSE,ReqS,NODE_1,DATA_1,DATA_1,FALSE
E,Undefined,I,Undefined,Empty,GntS,GntS,Undefined,ReqS,Undefined,Empty,Undefined,GntS,Undefined,FALSE,FALSE,FALSE,FALSE,FALSE,ReqS,NODE_1,DATA_1,DATA_1,FALSE
E,Undefined,I,Undefined,Empty,GntS,GntS,Undefined,ReqS,Undefined,Empty,Undefined,GntS,Undefined,FALSE,FALSE,TRUE,FALSE,FALSE,ReqS,NODE_1,DATA_1,DATA_1,FALSE
E,Undefined,I,Undefined,Empty,GntS,GntS,Undefined,ReqS,Undefined,Empty,Undefined,GntS,Undefined,FALSE,FALSE,TRUE,FALSE,FALSE,InvAck,NODE_1,DATA_1,DATA_1,FALSE
I,Undefined,E,Undefined,GntS,Empty,ReqS,Undefined,GntS,Undefined,GntS,Undefined,Empty,Undefined,FALSE,FALSE,FALSE,TRUE,FALSE,InvAck,Other,DATA_1,DATA_1,FALSE
I,Undefined,E,Undefined,GntS,Empty,ReqS,Undefined,GntS,Undefined,GntS,Undefined,Empty,Undefined,FALSE,FALSE,FALSE,TRUE,FALSE,InvAck,Other,DATA_1,DATA_2,FALSE
I,Undefined,S,Undefined,ReqE,ReqE,Empty,Undefined,Empty,Undefined,Empty,Undefined,Empty,Undefined,FALSE,FALSE,FALSE,FALSE,FALSE,Empty,Undefined,DATA_1,DATA_1,FALSE
I,Undefined,S,Undefined,Empty,InvAck,Empty,Undefined,Empty,Undefined,Empty,Undefined,Empty,Undefined,FALSE,FALSE,FALSE,FALSE,FALSE,Empty,Undefined,DATA_1,DATA_1,FALSE
I,Undefined,S,Undefined,Empty,InvAck,InvAck,Undefined,InvAck,Undefined,Empty,Undefined,Empty,Undefined,FALSE,FALSE,FALSE,FALSE,FALSE,Empty,Undefined,DATA_1,DATA_1,FALSE
S,Undefined,I,Undefined,InvAck,Empty,InvAck,Undefined,InvAck,Undefined,ReqS,Undefined,ReqE,Undefined,FALSE,FALSE,FALSE,FALSE,FALSE,Empty,Undefined,DATA_1,DATA_1,FALSE
S,Undefined,I,Undefined,InvAck,Empty,InvAck,Undefined,InvAck,Undefined,ReqS,Undefined,ReqE,Undefined,FALSE,TRUE,FALSE,FALSE,FALSE,Empty,Undefined,DATA_1,DATA_1,FALSE
S,Undefined,I,Undefined,InvAck,Empty,InvAck,Undefined,InvAck,Undefined,ReqS,Undefined,ReqE,Undefined,FALSE,TRUE,FALSE,FALSE,FALSE,InvAck,Undefined,DATA_1,DATA_1,FALSE
S,Undefined,I,Undefined,InvAck,Empty,InvAck,Undefined,InvAck,Undefined,ReqS,Undefined,ReqE,Undefined,FALSE,TRUE,FALSE,FALSE,FALSE,InvAck,Undefined,DATA_1,DATA_2,FALSE
E,Undefined,E,Undefined,Empty,Empty,Empty,Undefined,Empty,Undefined,Empty,Undefined,Empty,Undefined,FALSE,FALSE,FALSE,FALSE,FALSE,ReqE,NODE_1,DATA_1,DATA_1,FALSE
E,Undefined,E,Undefined,InvAck,Inv,Empty,Undefined,Empty,Undefined,Empty,Undefined,Empty,Undefined,FALSE,FALSE,FALSE,FALSE,FALSE,ReqE,NODE_1,DATA_1,DATA_1,FALSE
E,Undefined,E,Undefined,InvAck,Inv,Inv,Undefined,Empty,Undefined,Empty,Undefined,Empty,Undefined,FALSE,FALSE,FALSE,FALSE,FALSE,ReqE,NODE_1,DATA_1,DATA_1,FALSE
E,Undefined,E,Undefined,InvAck,Inv,Inv,Undefined,Empty,Undefined,GntS,Undefined,Inv,Undefined,FALSE,FALSE,FALSE,FALSE,FALSE,ReqE,NODE_1,DATA_1,DATA_1,FALSE
E,Undefined,E,Undefined,InvAck,Inv,Inv,Undefined,Empty,Undefined,GntS,Undefined,Inv,Undefined,TRUE,TRUE,FALSE,FALSE,FALSE,ReqE,NODE_1,DATA_1,DATA_1,FALSE
E,Undefined,E,Undefined,InvAck,Inv,Inv,Undefined,Empty,Undefined,GntS,Undefined,Inv,Undefined,TRUE,TRUE,TRUE,TRUE,FALSE,ReqE,NODE_1,DATA_1,DATA_1,FALSE
E,Undefined,E,Undefined,InvAck,Inv,Inv,Undefined,Empty,Undefined,GntS,Undefined,Inv,Undefined,TRUE,TRUE,TRUE,TRUE,FALSE,Empty,NODE_1,DATA_1,DATA_1,FALSE
E,Undefined,E,Undefined,InvAck,Inv,Inv,Undefined,Empty,Undefined,GntS,Undefined,Inv,Undefined,TRUE,TRUE,TRUE,TRUE,FALSE,Empty,NODE_1,DATA_1,DATA_2,FALSE
S,Undefined,E,Undefined,Empty,ReqS,Empty,Undefined,Empty,Undefined,Empty,Undefined,Empty,Undefined,FALSE,FALSE,FALSE,FALSE,FALSE,ReqS,NODE_1,DATA_1,DATA_1,FALSE
S,Undefined,E,Undefined,Inv,Empty,Empty,Undefined,Empty,Undefined,Empty,Undefined,Empty,Undefined,FALSE,FALSE,FALSE,FALSE,FALSE,ReqS,NODE_1,DATA_1,DATA_1,FALSE
S,Undefined,E,Undefined,Inv,Empty,Empty,Undefined,ReqE,Undefined,Empty,Undefined,Empty,Undefined,FALSE,FALSE,FALSE,FALSE,FALSE,ReqS,NODE_1,DATA_1,DATA_1,FALSE
S,Undefined,E,Undefined,Inv,Empty,Empty,Undefined,ReqE,Undefined,InvAck,Undefined,InvAck,Undefined,FALSE,FALSE,FALSE,FALSE,FALSE,ReqS,NODE_1,DATA_1,DATA_1,FALSE
S,Undefined,E,Undefined,Inv,Empty,Empty,Undefined,ReqE,Undefined,InvAck,Undefined,InvAck,Undefined,TRUE,FALSE,FALSE,FALSE,FALSE,ReqS,NODE_1,DATA_1,DATA_1,FALSE
S,Undefined,E,Undefined,Inv,Empty,Empty,Undefined,ReqE,Undefined,InvAck,Undefined,InvAck,Undefined,TRUE,FALSE,TRUE,TRUE,FALSE,ReqS,NODE_1,DATA_1,DATA_1,FALSE
S,Undefined,E,Undefined,Inv,Empty,Empty,Undefined,ReqE,Undefined,InvAck,Undefined,InvAck,Undefined,TRUE,FALSE,TRUE,TRUE,TRUE,ReqS,NODE_1,DATA_1,DATA_1,FALSE
S,Undefined,E,Undefined,Inv,Empty,Empty,Undefined,ReqE,Undefined,InvAck,Undefined,InvAck,Undefined,TRUE,FALSE,TRUE,TRUE,TRUE,ReqE,NODE_1,DATA_1,DATA_1,FALSE
S,Undefined,E,Undefined,Empty,ReqE,Empty,Undefined,Empty,Undefined,Empty,Undefined,Empty,Undefined,FALSE,FALSE,FALSE,FALSE,FALSE,ReqS,NODE_1,DATA_1,DATA_1,FALSE
S,Undefined,E,Undefined,GntE,Empty,Empty,Undefined,Empty,Undefined,Empty,Undefined,Empty,Undefined,FALSE,FALSE,FALSE,FALSE,FALSE,ReqS,NODE_1,DATA_1,DATA_1,FALSE
S,Undefined,E,Undefined,GntE,Empty,Inv,Undefined,GntE,Undefined,Empty,Undefined,Empty,Undefined,FALSE,FALSE,FALSE,FALSE,FALSE,ReqS,NODE_1,DATA_1,DATA_1,FALSE
S,Undefined,E,Undefined,GntE,Empty,Inv,Undefined,GntE,Undefined,Empty,Undefined,ReqS,Undefined,FALSE,FALSE,FALSE,FALSE,FALSE,ReqS,NODE_1,DATA_1,DATA_1,FALSE
S,Undefined,E,Undefined,GntE,Empty,Inv,Undefined,GntE,Undefined,Empty,Undefined,ReqS,Undefined,TRUE,FALSE,FALSE,FALSE,FALSE,ReqS,NODE_1,DATA_1,DATA_1,FALSE
S,Undefined,E,Undefined,GntE,Empty,Inv,Undefined,GntE,Undefined,Empty,Undefined,ReqS,Undefined,TRUE,FALSE,FALSE,TRUE,FALSE,ReqS,NODE_1,DATA_1,DATA_1,FALSE
S,Undefined,E,Undefined,GntE,Empty,Inv,Undefined,GntE,Undefined,Empty,Undefined,ReqS,Undefined,TRUE,FALSE,FALSE,TRUE,TRUE,ReqS,NODE_1,DATA_1,DATA_1,FALSE
S,Undefined,E,Undefined,GntE,Empty,Inv,Undefined,GntE,Undefined,Empty,Undefined,ReqS,Undefined,TRUE,FALSE,FALSE,TRUE,TRUE,GntS,NODE_1,DATA_1,DATA_1,FALSE
S,Undefined,E,Undefined,GntE,Empty,Inv,Undefined,GntE,Undefined,Empty,Undefined,ReqS,Undefined,TRUE,FALSE,FALSE,TRUE,TRUE,GntS,NODE_1,DATA_1,DATA_2,FALSE
E,Undefined,I,Undefined,Empty,ReqS,Empty,Undefined,Empty,Undefined,Empty,Undefined,Empty,Undefined,FALSE,FALSE,FALSE,FALSE,FALSE,ReqE,NODE_1,DATA_1,DATA_1,FALSE
E,Undefined,I,Undefined,Inv,InvAck,Empty,Undefined,Empty,Undefined,Empty,Undefined,Empty,Undefined,FALSE,FALSE,FALSE,FALSE,FALSE,ReqE,NODE_1,DATA_1,DATA_1,FALSE
E,Undefined,I,Undefined,Inv,InvAck,InvAck,Undefined,Empty,Undefined,Empty,Undefined,Empty,Undefined,FALSE,FALSE,FALSE,FALSE,FALSE,ReqE,NODE_1,DATA_1,DATA_1,FALSE
E,Undefined,I,Undefined,Inv,InvAck,InvAck,Undefined,Empty,Undefined,Inv,Undefined,GntE,Undefined,FALSE,FALSE,FALSE,FALSE,FALSE,ReqE,NODE_1,DATA_1,DATA_1,FALSE
E,Undefined,I,Undefined,Inv,InvAck,InvAck,Undefined,Empty,Undefined,Inv,Undefined,GntE,Undefined,FALSE,FALSE,TRUE,FALSE,FALSE,ReqE,NODE_1,DATA_1,DATA_1,FALSE
E,Undefined,I,Undefined,Inv,InvAck,InvAck,Undefined,Empty,Undefined,Inv,Undefined,GntE,Undefined,FALSE,FALSE,TRUE,FALSE,TRUE,ReqE,NODE_1,DATA_1,DATA_1,FALSE
E,Undefined,I,Undefined,Inv,InvAck,InvAck,Undefined,Empty,Undefined,Inv,Undefined,GntE,Undefined,FALSE,FALSE,TRUE,FALSE,TRUE,GntE,NODE_1,DATA_1,DATA_1,FALSE
I,Undefined,E,Undefined,InvAck,Inv,Empty,Undefined,InvAck,Undefined,GntE,Undefined,Inv,Undefined,FALSE,FALSE,FALSE,TRUE,TRUE,GntE,NODE_1,DATA_1,DATA_1,FALSE
I,Undefined,E,Undefined,InvAck,Inv,Empty,Undefined,InvAck,Undefined,GntE,Undefined,Inv,Undefined,FALSE,FALSE,FALSE,TRUE,TRUE,GntE,NODE_1,DATA_1,DATA_2,FALSE
E,Undefined,E,Undefined,ReqS,Empty,Empty,Undefined,Empty,Undefined,Empty,Undefined,Empty,Undefined,FALSE,FALSE,FALSE,FALSE,FALSE,ReqS,NODE_1,DATA_1,DATA_1,FALSE
E,Undefined,E,Undefined,Empty,GntS,Empty,Undefined,Empty,Undefined,Empty,Undefined,Empty,Undefined,FALSE,FALSE,FALSE,FALSE,FALSE,ReqS,NODE_1,DATA_1,DATA_1,FALSE
E,Undefined,E,Undefined,Empty,GntS,Empty,Undefined,ReqS,Undefined,Empty,Undefined,Empty,Undefined,FALSE,FALSE,FALSE,FALSE,FALSE,ReqS,NODE_1,DATA_1,DATA_1,FALSE
E,Undefined,E,Undefined,Empty,GntS,Empty,Undefined,ReqS,Undefined,Inv,Undefined,InvAck,Undefined,FALSE,FALSE,FALSE,FALSE,FALSE,ReqS,NODE_1,DATA_1,DATA_1,FALSE
E,Undefined,E,Undefined,Empty,GntS,Empty,Undefined,ReqS,Undefined,Inv,Undefined,InvAck,Undefined,FALSE,FALSE,TRUE,TRUE,FALSE,ReqS,NODE_1,DATA_1,DATA_1,FALSE
E,Undefined,E,Undefined,Empty,GntS,Empty,Undefined,ReqS,Undefined,Inv,Undefined,InvAck,Undefined,FALSE,FALSE,TRUE,TRUE,TRUE,ReqS,NODE_1,DATA_1,DATA_1,FALSE
S,Undefined,E,Undefined,ReqE,Empty,Empty,Undefined,Empty,Undefined,Empty,Undefined,Empty,Undefined,FALSE,FALSE,FALSE,FALSE,FALSE,ReqS,NODE_1,DATA_1,DATA_1,FALSE
S,Undefined,E,Undefined,Inv,ReqS,Empty,Undefined,Empty,Undefined,Empty,Undefined,Empty,Undefined,FALSE,FALSE,FALSE,FALSE,FALSE,ReqS,NODE_1,DATA_1,DATA_1,FALSE
S,Undefined,E,Undefined,Inv,ReqS,GntE,Undefined,Inv,Undefined,Empty,Undefined,Empty,Undefined,FALSE,FALSE,FALSE,FALSE,FALSE,ReqS,NODE_1,DATA_1,DATA_1,FALSE
S,Undefined,E,Undefined,Inv,ReqS,GntE,Undefined,Inv,Undefined,ReqS,Undefined,GntE,Undefined,FALSE,FALSE,FALSE,FALSE,FALSE,ReqS,NODE_1,DATA_1,DATA_1,FALSE
S,Undefined,E,Undefined,Inv,ReqS,GntE,Undefined,Inv,Undefined,ReqS,Undefined,GntE,Undefined,FALSE,FALSE,FALSE,FALSE,TRUE,ReqS,NODE_1,DATA_1,DATA_1,FALSE
S,Undefined,E,Undefined,Inv,ReqS,GntE,Undefined,Inv,Undefined,ReqS,Undefined,GntE,Undefined,FALSE,FALSE,FALSE,FALSE,TRUE,GntE,NODE_1,DATA_1,DATA_1,FALSE
S,Undefined,E,Undefined,Inv,ReqS,GntE,Undefined,Inv,Undefined,ReqS,Undefined,GntE,Undefined,FALSE,FALSE,FALSE,FALSE,TRUE,GntE,Other,DATA_1,DATA_1,FALSE
S,Undefined,E,Undefined,Inv,ReqS,GntE,Undefined,Inv,Undefined,ReqS,Undefined,GntE,Undefined,FALSE,FALSE,FALSE,FALSE,TRUE,GntE,Other,DATA_1,DATA_2,FALSE
I,Undefined,S,Undefined,Empty,Empty,Empty,Undefined,GntS,DATA_1,Empty,Undefined,Empty,Undefined,FALSE,FALSE,FALSE,TRUE,FALSE,Empty,Undefined,DATA_1,DATA_1,FALSE
I,Undefined,S,Undefined,GntE,GntS,Empty,Undefined,GntS,DATA_1,Empty,Undefined,Empty,Undefined,FALSE,FALSE,FALSE,TRUE,FALSE,Empty,Undefined,DATA_1,DATA_1,FALSE
I,Undefined,S,Undefined,GntE,GntS,ReqE,Undefined,Inv,DATA_1,Empty,Undefined,Empty,Undefined,FALSE,FALSE,FALSE,TRUE,FALSE,Empty,Undefined,DATA_1,DATA_1,FALSE
I,Undefined,S,Undefined,GntE,GntS,ReqE,Undefined,Inv,DATA_1,GntS,Undefined,GntE,Undefined,FALSE,FALSE,FALSE,TRUE,FALSE,Empty,Undefined,DATA_1,DATA_1,FALSE
I,Undefined,S,Undefined,GntE,GntS,ReqE,Undefined,Inv,DATA_1,GntS,Undefined,GntE,Undefined,TRUE,TRUE,FALSE,TRUE,FALSE,Empty,Undefined,DATA_1,DATA_1,FALSE
I,Undefined,S,Undefined,GntE,GntS,ReqE,Undefined,Inv,DATA_1,GntS,Undefined,GntE,Undefined,TRUE,TRUE,TRUE,TRUE,FALSE,Empty,Undefined,DATA_1,DATA_1,FALSE
I,Undefined,S,Undefined,GntE,GntS,ReqE,Undefined,Inv,DATA_1,GntS,Undefined,GntE,Undefined,TRUE,TRUE,TRUE,TRUE,TRUE,Empty,Undefined,DATA_1,DATA_1,FALSE
I,Undefined,S,Undefined,GntE,GntS,ReqE,Undefined,Inv,DATA_1,GntS,Undefined,GntE,Undefined,TRUE,TRUE,TRUE,TRUE,TRUE,ReqS,Undefined,DATA_1,DATA_1,FALSE
I,Undefined,S,Undefined,GntE,GntS,ReqE,Undefined,Inv,DATA_2,GntS,Undefined,GntE,Undefined,TRUE,TRUE,TRUE,TRUE,TRUE,ReqS,Undefined,DATA_1,DATA_2,FALSE
I,Undefined,I,Undefined,GntS,Empty,Empty,Undefined,Empty,Undefined,Empty,Undefined,Empty,Undefined,FALSE,FALSE,FALSE,FALSE,FALSE,ReqE,NODE_1,DATA_1,DATA_1,FALSE
I,Undefined,I,Undefined,GntS,Empty,Inv,Undefined,Inv,Undefined,Empty,Undefined,Empty,Undefined,FALSE,FALSE,FALSE,FALSE,FALSE,ReqE,NODE_1,DATA_1,DATA_1,FALSE
I,Undefined,I,Undefined,GntS,Empty,Inv,Undefined,Inv,Undefined,InvAck,Undefined,GntE,Undefined,FALSE,FALSE,FALSE,FALSE,FALSE,ReqE,NODE_1,DATA_1,DATA_1,FALSE
I,Undefined,I,Undefined,GntS,Empty,Inv,Undefined,Inv,Undefined,InvAck,Undefined,GntE,Undefined,TRUE,TRUE,FALSE,FALSE,FALSE,ReqE,NODE_1,DATA_1,DATA_1,FALSE
I,Undefined,I,Undefined,GntS,Empty,Inv,Undefined,Inv,Undefined,InvAck,Undefined,GntE,Undefined,TRUE,TRUE,FALSE,TRUE,FALSE,ReqE,NODE_1,DATA_1,DATA_1,FALSE
I,Undefined,I,Undefined,GntS,Empty,Inv,Undefined,Inv,Undefined,InvAck,Undefined,GntE,Undefined,TRUE,TRUE,FALSE,TRUE,FALSE,InvAck,NODE_1,DATA_1,DATA_1,FALSE
I,Undefined,I,Undefined,Empty,GntS,Inv,Undefined,Inv,Undefined,GntE,Undefined,InvAck,Undefined,TRUE,TRUE,TRUE,FALSE,FALSE,InvAck,NODE_1,DATA_1,DATA_1,FALSE
I,Undefined,I,Undefined,Empty,GntS,Inv,Undefined,Inv,Undefined,GntE,Undefined,InvAck,Undefined,TRUE,TRUE,TRUE,FALSE,FALSE,InvAck,NODE_1,DATA_1,DATA_2,FALSE
E,Undefined,S,Undefined,ReqS,Empty,Empty,Undefined,Empty,Undefined,Empty,Undefined,Empty,Undefined,FALSE,FALSE,FALSE,FALSE,FALSE,ReqE,NODE_1,DATA_1,DATA_1,FALSE
E,Undefined,S,Undefined,GntE,GntE,Empty,Undefined,Empty,Undefined,Empty,Undefined,Empty,Undefined,FALSE,FALSE,FALSE,FALSE,FALSE,ReqE,NODE_1,DATA_1,DATA_1,FALSE
